bin_start_leaf_index	FliJ	FliH	MotE	FliK	FliG
30100	44.0	47.0	0.0	0.0	34.0
30150	50.0	44.0	0.0	0.0	40.0
30200	33.0	48.0	0.0	0.0	26.0
30250	45.0	43.0	0.0	6.0	2.0
30300	41.0	48.0	1.0	0.0	0.0
30350	44.0	43.0	3.0	0.0	2.0
30400	34.0	49.0	0.0	0.0	1.0
30450	23.0	47.0	0.0	1.0	0.0
30500	15.0	49.0	0.0	2.0	0.0
30550	16.0	42.0	0.0	0.0	1.0
30600	8.0	49.0	0.0	0.0	0.0
30650	2.0	49.0	0.0	0.0	0.0
30700	27.0	50.0	3.0	0.0	1.0
30750	50.0	48.0	14.0	0.0	0.0
30800	47.0	46.0	6.0	2.0	0.0
30850	50.0	49.0	26.0	0.0	7.0
30900	45.0	47.0	22.0	0.0	2.0
30950	41.0	44.0	7.0	3.0	2.0
31000	31.0	39.0	0.0	12.0	13.0
31050	50.0	6.0	0.0	0.0	1.0
31100	34.0	0.0	0.0	0.0	0.0
31150	46.0	0.0	0.0	1.0	0.0
31200	43.0	0.0	0.0	0.0	0.0
31250	43.0	4.0	1.0	0.0	1.0
31300	10.0	15.0	0.0	4.0	1.0
31350	8.0	0.0	0.0	9.0	0.0
31400	35.0	23.0	0.0	1.0	0.0
31450	30.0	49.0	0.0	2.0	0.0
31500	28.0	43.0	0.0	1.0	0.0
31550	27.0	17.0	0.0	3.0	0.0
31600	28.0	43.0	0.0	0.0	0.0
31650	39.0	39.0	0.0	3.0	0.0
31700	40.0	45.0	0.0	5.0	0.0
31750	27.0	45.0	0.0	3.0	0.0
31800	41.0	46.0	0.0	2.0	0.0
31850	48.0	47.0	0.0	0.0	2.0
31900	12.0	37.0	0.0	2.0	0.0
31950	24.0	21.0	0.0	0.0	0.0
32000	16.0	50.0	0.0	0.0	0.0
32050	42.0	50.0	0.0	0.0	0.0
32100	34.0	49.0	0.0	0.0	0.0
32150	3.0	50.0	0.0	0.0	0.0
32200	16.0	49.0	0.0	0.0	0.0
32250	0.0	50.0	0.0	0.0	0.0
32300	4.0	47.0	0.0	0.0	0.0
32350	13.0	49.0	0.0	0.0	0.0
32400	16.0	45.0	0.0	0.0	0.0
32450	2.0	49.0	0.0	0.0	0.0
32500	8.0	47.0	0.0	0.0	0.0
32550	21.0	49.0	0.0	0.0	0.0
32600	3.0	50.0	0.0	0.0	0.0
32650	0.0	50.0	0.0	0.0	0.0
32700	13.0	47.0	0.0	0.0	0.0
32750	48.0	50.0	0.0	0.0	0.0
32800	40.0	49.0	0.0	0.0	0.0
32850	25.0	49.0	0.0	2.0	0.0
32900	7.0	48.0	0.0	0.0	0.0
32950	20.0	49.0	0.0	0.0	0.0
33000	44.0	50.0	0.0	0.0	0.0
33050	29.0	50.0	0.0	0.0	0.0
33100	3.0	6.0	0.0	0.0	0.0
33150	5.0	0.0	0.0	0.0	0.0
33200	9.0	0.0	0.0	0.0	0.0
33250	2.0	0.0	0.0	0.0	0.0
33300	5.0	9.0	0.0	0.0	0.0
33350	5.0	0.0	0.0	0.0	0.0
33400	8.0	0.0	0.0	0.0	0.0
33450	2.0	0.0	0.0	0.0	0.0
33500	8.0	0.0	0.0	1.0	0.0
33550	16.0	0.0	0.0	1.0	0.0
33600	29.0	0.0	0.0	0.0	0.0
33650	24.0	0.0	0.0	0.0	0.0
33700	7.0	14.0	0.0	0.0	0.0
33750	8.0	0.0	0.0	0.0	0.0
33800	1.0	0.0	0.0	0.0	0.0
33850	0.0	0.0	0.0	0.0	0.0
33900	2.0	0.0	0.0	0.0	0.0
33950	1.0	0.0	0.0	0.0	0.0
34000	1.0	2.0	0.0	0.0	0.0
34050	19.0	41.0	0.0	0.0	10.0
34100	49.0	50.0	0.0	0.0	2.0
34150	48.0	47.0	0.0	1.0	2.0
34200	21.0	34.0	0.0	2.0	12.0
34250	14.0	24.0	0.0	0.0	2.0
34300	1.0	1.0	0.0	0.0	0.0
34350	0.0	0.0	0.0	0.0	0.0
34400	4.0	15.0	0.0	0.0	1.0
34450	0.0	48.0	0.0	0.0	35.0
34500	0.0	41.0	0.0	1.0	4.0
34550	2.0	22.0	0.0	0.0	1.0
34600	0.0	0.0	0.0	0.0	0.0
34650	0.0	0.0	0.0	0.0	0.0
34700	0.0	0.0	0.0	0.0	0.0
34750	0.0	0.0	0.0	0.0	0.0
34800	0.0	0.0	0.0	0.0	0.0
34850	0.0	0.0	0.0	0.0	0.0
34900	0.0	0.0	0.0	0.0	0.0
34950	0.0	0.0	0.0	0.0	0.0
35000	0.0	0.0	0.0	0.0	0.0
35050	0.0	0.0	0.0	0.0	0.0
35100	0.0	0.0	0.0	0.0	0.0
35150	0.0	0.0	0.0	0.0	0.0
35200	0.0	0.0	0.0	0.0	0.0
35250	0.0	0.0	0.0	0.0	0.0
35300	1.0	0.0	0.0	0.0	0.0
35350	0.0	0.0	0.0	0.0	0.0
35400	1.0	0.0	0.0	0.0	0.0
35450	0.0	0.0	0.0	0.0	0.0
35500	0.0	0.0	0.0	0.0	0.0
35550	0.0	0.0	0.0	0.0	0.0
35600	0.0	0.0	0.0	0.0	0.0
35650	1.0	0.0	0.0	0.0	0.0
35700	0.0	0.0	0.0	0.0	0.0
35750	3.0	0.0	0.0	0.0	0.0
35800	3.0	0.0	0.0	0.0	0.0
35850	0.0	0.0	0.0	0.0	0.0
35900	0.0	0.0	0.0	0.0	0.0
35950	0.0	0.0	0.0	0.0	0.0
36000	2.0	0.0	0.0	0.0	0.0
36050	6.0	0.0	0.0	0.0	0.0
36100	8.0	0.0	0.0	0.0	0.0
36150	1.0	0.0	0.0	0.0	0.0
36200	0.0	0.0	0.0	0.0	0.0
36250	0.0	0.0	0.0	0.0	0.0
36300	1.0	0.0	0.0	0.0	0.0
36350	3.0	0.0	0.0	0.0	0.0
36400	0.0	0.0	0.0	0.0	0.0
36450	0.0	0.0	0.0	0.0	0.0
36500	0.0	0.0	0.0	0.0	0.0
36550	0.0	0.0	0.0	0.0	0.0
36600	2.0	0.0	0.0	0.0	0.0
36650	2.0	0.0	0.0	0.0	0.0
36700	0.0	0.0	0.0	0.0	0.0
36750	0.0	0.0	0.0	0.0	0.0
36800	0.0	0.0	0.0	0.0	0.0
36850	0.0	0.0	0.0	0.0	0.0
36900	0.0	0.0	0.0	0.0	0.0
36950	0.0	0.0	0.0	0.0	0.0
37000	0.0	0.0	0.0	0.0	0.0
37050	0.0	0.0	0.0	0.0	0.0
37100	0.0	0.0	0.0	0.0	0.0
37150	0.0	0.0	0.0	0.0	0.0
37200	0.0	0.0	0.0	0.0	0.0
37250	0.0	0.0	0.0	0.0	0.0
37300	0.0	0.0	0.0	0.0	0.0
37350	0.0	0.0	0.0	0.0	0.0
37400	0.0	0.0	0.0	0.0	0.0
37450	0.0	0.0	0.0	0.0	0.0
37500	0.0	0.0	0.0	0.0	0.0
37550	0.0	0.0	0.0	0.0	0.0
37600	2.0	0.0	0.0	0.0	0.0
37650	0.0	0.0	0.0	0.0	0.0
37700	0.0	0.0	0.0	0.0	0.0
37750	0.0	0.0	0.0	0.0	0.0
37800	0.0	0.0	0.0	0.0	0.0
37850	0.0	0.0	0.0	0.0	0.0
37900	0.0	0.0	0.0	0.0	0.0
37950	0.0	0.0	0.0	0.0	0.0
38000	0.0	0.0	0.0	0.0	0.0
38050	0.0	0.0	0.0	0.0	0.0
38100	0.0	0.0	0.0	0.0	0.0
38150	0.0	0.0	0.0	0.0	0.0
38200	0.0	0.0	0.0	0.0	0.0
38250	0.0	0.0	0.0	0.0	0.0
38300	0.0	0.0	0.0	0.0	0.0
38350	0.0	0.0	0.0	0.0	0.0
38400	0.0	0.0	0.0	0.0	0.0
38450	0.0	0.0	0.0	0.0	0.0
38500	0.0	0.0	0.0	0.0	0.0
38550	0.0	0.0	0.0	0.0	0.0
38600	0.0	0.0	0.0	0.0	0.0
38650	0.0	0.0	0.0	0.0	0.0
38700	0.0	0.0	0.0	0.0	0.0
38750	0.0	0.0	0.0	0.0	0.0
38800	0.0	0.0	0.0	0.0	0.0
38850	0.0	0.0	0.0	0.0	0.0
38900	0.0	0.0	0.0	0.0	0.0
38950	0.0	0.0	0.0	0.0	0.0
39000	0.0	0.0	0.0	0.0	0.0
39050	0.0	0.0	0.0	0.0	0.0
39100	0.0	0.0	0.0	0.0	0.0
39150	0.0	0.0	0.0	0.0	0.0
39200	0.0	0.0	0.0	0.0	0.0
39250	0.0	0.0	0.0	0.0	0.0
39300	0.0	0.0	0.0	0.0	0.0
39350	0.0	0.0	0.0	0.0	0.0
39400	0.0	0.0	0.0	0.0	0.0
39450	0.0	0.0	0.0	0.0	0.0
39500	0.0	0.0	0.0	0.0	0.0
39550	0.0	0.0	0.0	0.0	0.0
39600	0.0	0.0	0.0	0.0	0.0
39650	0.0	0.0	0.0	0.0	0.0
39700	0.0	0.0	0.0	0.0	0.0
39750	0.0	0.0	0.0	0.0	0.0
39800	0.0	0.0	0.0	0.0	0.0
39850	0.0	0.0	0.0	0.0	0.0
39900	0.0	0.0	0.0	0.0	0.0
39950	0.0	0.0	0.0	0.0	0.0
40000	0.0	0.0	0.0	0.0	0.0
40050	0.0	0.0	0.0	0.0	0.0
40100	0.0	0.0	0.0	0.0	0.0
40150	0.0	0.0	0.0	0.0	0.0
40200	0.0	0.0	0.0	0.0	0.0
40250	0.0	0.0	0.0	0.0	0.0
40300	0.0	0.0	0.0	0.0	0.0
40350	0.0	0.0	0.0	0.0	0.0
40400	0.0	0.0	0.0	0.0	0.0
40450	0.0	0.0	0.0	0.0	0.0
40500	0.0	0.0	0.0	0.0	0.0
40550	0.0	0.0	0.0	0.0	0.0
40600	0.0	0.0	0.0	0.0	0.0
40650	0.0	0.0	0.0	0.0	0.0
40700	0.0	0.0	0.0	0.0	0.0
40750	0.0	0.0	0.0	0.0	0.0
40800	0.0	0.0	0.0	0.0	0.0
40850	0.0	0.0	0.0	0.0	0.0
40900	0.0	0.0	0.0	0.0	0.0
40950	0.0	0.0	0.0	0.0	0.0
41000	0.0	0.0	0.0	0.0	0.0
41050	0.0	0.0	0.0	0.0	0.0
41100	0.0	0.0	0.0	0.0	0.0
41150	0.0	0.0	0.0	0.0	0.0
41200	0.0	0.0	0.0	0.0	0.0
41250	0.0	0.0	0.0	0.0	0.0
41300	0.0	0.0	0.0	0.0	0.0
41350	0.0	0.0	0.0	0.0	0.0
41400	0.0	0.0	0.0	0.0	0.0
41450	0.0	0.0	0.0	0.0	0.0
41500	0.0	0.0	0.0	0.0	0.0
41550	0.0	0.0	0.0	0.0	0.0
41600	0.0	0.0	0.0	0.0	0.0
41650	0.0	0.0	0.0	0.0	0.0
41700	0.0	0.0	0.0	0.0	0.0
41750	0.0	0.0	0.0	0.0	0.0
41800	0.0	0.0	0.0	0.0	0.0
41850	0.0	0.0	0.0	0.0	0.0
41900	0.0	0.0	0.0	0.0	0.0
41950	0.0	0.0	0.0	0.0	0.0
42000	0.0	0.0	0.0	0.0	0.0
42050	0.0	0.0	0.0	0.0	0.0
42100	0.0	0.0	0.0	0.0	0.0
42150	0.0	0.0	0.0	0.0	0.0
42200	0.0	0.0	0.0	0.0	0.0
42250	0.0	0.0	0.0	0.0	0.0
42300	0.0	0.0	0.0	0.0	0.0
42350	0.0	0.0	0.0	0.0	0.0
42400	0.0	0.0	0.0	0.0	0.0
42450	0.0	0.0	0.0	0.0	0.0
42500	0.0	0.0	0.0	0.0	0.0
42550	0.0	0.0	0.0	0.0	0.0
42600	0.0	0.0	0.0	0.0	0.0
42650	0.0	0.0	0.0	0.0	0.0
42700	0.0	0.0	0.0	0.0	0.0
42750	0.0	0.0	0.0	0.0	0.0
42800	0.0	0.0	0.0	0.0	0.0
42850	0.0	0.0	0.0	0.0	0.0
42900	0.0	0.0	0.0	0.0	0.0
42950	0.0	0.0	0.0	0.0	0.0
43000	0.0	0.0	0.0	0.0	0.0
43050	0.0	0.0	0.0	0.0	0.0
43100	0.0	0.0	0.0	0.0	0.0
43150	0.0	0.0	0.0	0.0	0.0
43200	0.0	0.0	0.0	0.0	0.0
43250	0.0	0.0	0.0	0.0	0.0
43300	0.0	0.0	0.0	0.0	0.0
43350	0.0	0.0	0.0	0.0	0.0
43400	0.0	0.0	0.0	0.0	0.0
43450	0.0	0.0	0.0	0.0	0.0
43500	0.0	0.0	0.0	0.0	0.0
43550	0.0	0.0	0.0	0.0	0.0
43600	0.0	0.0	0.0	0.0	0.0
43650	0.0	0.0	0.0	0.0	0.0
43700	0.0	0.0	0.0	0.0	0.0
43750	0.0	0.0	0.0	0.0	0.0
43800	0.0	0.0	0.0	0.0	0.0
43850	0.0	0.0	0.0	0.0	0.0
43900	0.0	0.0	0.0	0.0	0.0
43950	0.0	0.0	0.0	0.0	0.0
44000	0.0	0.0	0.0	0.0	0.0
44050	0.0	0.0	0.0	0.0	0.0
44100	0.0	0.0	0.0	0.0	0.0
44150	0.0	0.0	0.0	0.0	0.0
44200	0.0	0.0	0.0	0.0	0.0
44250	0.0	0.0	0.0	0.0	0.0
44300	0.0	0.0	0.0	0.0	0.0
44350	0.0	0.0	0.0	0.0	0.0
44400	0.0	0.0	0.0	0.0	0.0
44450	0.0	0.0	0.0	0.0	0.0
44500	0.0	0.0	0.0	0.0	0.0
44550	0.0	0.0	0.0	0.0	0.0
44600	0.0	0.0	0.0	0.0	0.0
44650	0.0	0.0	0.0	0.0	0.0
44700	0.0	0.0	0.0	0.0	0.0
44750	0.0	0.0	0.0	0.0	0.0
44800	0.0	0.0	0.0	0.0	0.0
44850	0.0	0.0	0.0	0.0	0.0
44900	0.0	0.0	0.0	0.0	0.0
44950	0.0	0.0	0.0	0.0	0.0
45000	0.0	0.0	0.0	0.0	0.0
45050	0.0	0.0	0.0	0.0	0.0
45100	0.0	0.0	0.0	0.0	0.0
45150	0.0	0.0	0.0	0.0	0.0
45200	0.0	0.0	0.0	0.0	0.0
45250	0.0	0.0	0.0	0.0	0.0
45300	0.0	0.0	0.0	0.0	0.0
45350	0.0	0.0	0.0	0.0	0.0
45400	0.0	0.0	0.0	0.0	0.0
45450	0.0	0.0	0.0	0.0	0.0
45500	0.0	0.0	0.0	0.0	0.0
45550	0.0	0.0	0.0	0.0	0.0
45600	0.0	0.0	0.0	0.0	0.0
45650	0.0	0.0	0.0	0.0	0.0
45700	0.0	0.0	0.0	0.0	0.0
45750	0.0	0.0	0.0	0.0	0.0
45800	0.0	0.0	0.0	0.0	0.0
45850	0.0	0.0	0.0	0.0	0.0
45900	0.0	0.0	0.0	0.0	0.0
45950	0.0	0.0	0.0	0.0	0.0
46000	0.0	0.0	0.0	0.0	0.0
46050	0.0	0.0	0.0	0.0	0.0
46100	0.0	0.0	0.0	0.0	0.0
46150	0.0	0.0	0.0	0.0	0.0
46200	0.0	0.0	0.0	0.0	0.0
46250	0.0	0.0	0.0	0.0	0.0
46300	0.0	0.0	0.0	0.0	0.0
46350	0.0	0.0	0.0	0.0	0.0
46400	0.0	0.0	0.0	0.0	0.0
46450	0.0	0.0	0.0	0.0	0.0
46500	0.0	0.0	0.0	0.0	0.0
46550	0.0	0.0	0.0	0.0	0.0
46600	0.0	0.0	0.0	0.0	0.0
46650	0.0	0.0	0.0	0.0	0.0
46700	0.0	0.0	0.0	0.0	0.0
46750	0.0	0.0	0.0	0.0	0.0
46800	0.0	0.0	0.0	0.0	0.0
46850	0.0	0.0	0.0	0.0	0.0
46900	0.0	0.0	0.0	0.0	0.0
46950	0.0	0.0	0.0	0.0	0.0
47000	0.0	0.0	0.0	0.0	0.0
47050	0.0	0.0	0.0	0.0	0.0
47100	0.0	0.0	0.0	0.0	0.0
47150	0.0	0.0	0.0	0.0	0.0
47200	0.0	0.0	0.0	0.0	0.0
47250	0.0	0.0	0.0	0.0	0.0
47300	0.0	0.0	0.0	0.0	0.0
47350	0.0	0.0	0.0	0.0	0.0
47400	0.0	0.0	0.0	0.0	0.0
47450	0.0	0.0	0.0	0.0	0.0
47500	0.0	0.0	0.0	0.0	0.0
47550	0.0	0.0	0.0	0.0	0.0
47600	0.0	0.0	0.0	0.0	0.0
47650	0.0	0.0	0.0	0.0	0.0
47700	0.0	0.0	0.0	0.0	0.0
47750	0.0	0.0	0.0	0.0	0.0
47800	0.0	0.0	0.0	0.0	0.0
47850	0.0	0.0	0.0	0.0	0.0
47900	0.0	0.0	0.0	0.0	0.0
47950	0.0	0.0	0.0	0.0	0.0
48000	0.0	0.0	0.0	0.0	0.0
48050	0.0	0.0	0.0	0.0	0.0
48100	0.0	0.0	0.0	0.0	0.0
48150	0.0	0.0	0.0	0.0	0.0
48200	0.0	0.0	0.0	0.0	0.0
48250	0.0	0.0	0.0	0.0	0.0
48300	0.0	0.0	0.0	0.0	0.0
48350	0.0	0.0	0.0	0.0	0.0
48400	0.0	0.0	0.0	0.0	0.0
48450	0.0	0.0	0.0	0.0	0.0
48500	0.0	0.0	0.0	0.0	0.0
48550	0.0	0.0	0.0	0.0	0.0
48600	0.0	0.0	0.0	0.0	0.0
48650	0.0	0.0	0.0	0.0	0.0
48700	0.0	0.0	0.0	0.0	0.0
48750	0.0	0.0	0.0	0.0	0.0
48800	0.0	0.0	0.0	0.0	0.0
48850	0.0	0.0	0.0	0.0	0.0
48900	0.0	0.0	0.0	0.0	0.0
48950	0.0	0.0	0.0	0.0	0.0
49000	0.0	0.0	0.0	0.0	0.0
49050	1.0	0.0	0.0	0.0	0.0
49100	0.0	0.0	0.0	0.0	0.0
49150	0.0	0.0	0.0	0.0	0.0
49200	0.0	0.0	0.0	0.0	0.0
49250	0.0	0.0	0.0	0.0	0.0
49300	0.0	0.0	0.0	0.0	0.0
49350	0.0	0.0	0.0	0.0	0.0
49400	0.0	0.0	0.0	0.0	0.0
49450	0.0	0.0	0.0	0.0	0.0
49500	0.0	0.0	0.0	0.0	0.0
49550	0.0	0.0	0.0	0.0	0.0
49600	0.0	0.0	0.0	0.0	0.0
49650	0.0	0.0	0.0	0.0	0.0
49700	0.0	0.0	0.0	0.0	0.0
49750	0.0	0.0	0.0	0.0	0.0
49800	0.0	0.0	0.0	0.0	0.0
49850	0.0	0.0	0.0	0.0	0.0
49900	0.0	0.0	0.0	0.0	0.0
49950	0.0	0.0	0.0	0.0	0.0
