source	clade_size	clade_members
flagella_only	6	Ch66,DSM-12270,GCA-003054495,Peptococcia,Syntrophomonadia,Thermincolia
flagella_only	6	AABM5-125-24,B3-LCP,BMS3BBIN04,MSB-5A5,RPQS01,UBA4055
flagella_only	6	B64-G9,Myxococcia,Polyangia,UBA727,WYAZ01,XYA12-FULL-58-9
flagella_only	6	Bacteriovoracia,Bdellovibrionia,FAC87,Oligoflexia,UBA1018,UBA2428
flagella_only	6	Fusobacteriia,Muirbacteriia,Ozemobacteria,Thermotogae,UBA6191,UBA9980
flagella_only	6	MHYJ01,Phycisphaerae,Planctomycetia,SZUA-567,UBA8108,UBA8742
flagella_only	6	BSN033,DSM-4660,Dissulfuribacteria,QYQD01,SM23-61,Thermodesulfobacteria
flagella_only	6	Acidimicrobiia,Actinomycetia,JAJZYS01,RBS10-35,Sulfobacillia,Thermoleophilia
flagella_only	6	JADFXK01,Nitrospinia,S145-22,Syntrophia,UBA7883,UBA9942
flagella_only	6	Desulfotomaculia,Dethiobacteria,Moorellia,UBA3575,UBA994,Z-2901
flagella_only	6	Anaerolineae,Chloroflexia,Dehalococcoidia,FW602-bin22,Limnocylindria,UBA6077
flagella_only	6	Blastocatellia,CAIWXX01,Polarisedimenticolia,Terriglobia,UBA6911,Vicinamibacteria
gtdb_only	7	B62-G9,Brachyspirae,Brevinematia,GWE2-31-10,JAAYUW01,Spirochaetia,UBA12135
gtdb_only	7	Aminicenantia,Blastocatellia,CAIWXX01,Polarisedimenticolia,Terriglobia,UBA6911,Vicinamibacteria
gtdb_only	7	Anaerolineae,Chloroflexia,Dehalococcoidia,FW602-bin22,Ktedonobacteria,UBA2235,UBA6077
gtdb_only	7	Aerophobia,Auribacteria,Elusimicrobia,JAAXVQ01,JAFGBW01,Koll11,PGYV01
gtdb_only	7	Atribacteria,Coprothermobacteria,DUMJ01,GBS-1,Synergistia,Thermodesulfobiia,Thermotogae
gtdb_only	7	Aquificae,Campylobacteria,Chrysiogenetes,Deferribacteres,Desulfurellia,Desulfurobacteriia,Thermosulfidibacteria
gtdb_only	7	BSN033,Desulfuromonadia,GWC2-55-46,JAJRXV01,SM23-61,UBA8473,WTBG01
gtdb_only	7	Bacteroidia,Ignavibacteria,Kapabacteria,Kryptonia,Rhodothermia,T3Sed10-11,UBA10030
gtdb_only	7	DTU015,DUSP01,JABLXB01,JAJYWN01,JAJZYS01,Sulfobacillia,Symbiobacteriia
gtdb_only	7	Ch66,DSM-12270,Desulfotomaculia,GCA-003054495,Moorellia,Thermincolia,Z-2901
flagella_only	7	Acidimicrobiia,Actinomycetia,Eremiobacteria,JAJZYS01,RBS10-35,Sulfobacillia,Thermoleophilia
flagella_only	7	Blastocatellia,CAIWXX01,Holophagae,Polarisedimenticolia,Terriglobia,UBA6911,Vicinamibacteria
flagella_only	7	B64-G9,Myxococcia,Polyangia,UBA727,UBA9042,WYAZ01,XYA12-FULL-58-9
flagella_only	7	Ch66,DSM-12270,DTU030,GCA-003054495,Peptococcia,Syntrophomonadia,Thermincolia
flagella_only	7	Bacteriovoracia,Bdellovibrionia,FAC87,Oligoflexia,UBA1018,UBA2394,UBA2428
flagella_only	7	Aerophobia,Auribacteria,Brocadiia,DTPJ01,JAFGBW01,Koll11,WGA-4E
flagella_only	7	Anaerolineae,Chloroflexia,Dehalococcoidia,FW602-bin22,Ktedonobacteria,Limnocylindria,UBA6077
flagella_only	7	DTU015,DUSP01,JABLXB01,JAJYWN01,SLMV01,Symbiobacteriia,Thermaerobacteria
flagella_only	7	B62-G9,Brachyspirae,Brevinematia,JAAYUW01,JAHITG01,Leptospirae,UBA4802
flagella_only	7	BSN033,DSM-4660,Desulfobacteria,Dissulfuribacteria,QYQD01,SM23-61,Thermodesulfobacteria
gtdb_only	8	Aminicenantia,Blastocatellia,CAIWXX01,Holophagae,Polarisedimenticolia,Terriglobia,UBA6911,Vicinamibacteria
gtdb_only	8	Bacteriovoracia,Bdellovibrionia,FAC87,Oligoflexia,UBA1018,UBA2361,UBA2394,UBA2428
gtdb_only	8	B15-G4,Brocadiia,GCA-002687715,J058,MHYJ01,UBA1135,UBA8108,UBA8742
gtdb_only	8	DSM-4660,Desulfarculia,Desulfobaccia,Desulfobacteria,JADFXK01,QYQD01,RBG-13-43-22,Syntrophobacteria
gtdb_only	8	DTU015,DUSP01,JABLXB01,JAJYWN01,JAJZYS01,Sulfobacillia,Symbiobacteriia,UBA3575
gtdb_only	8	4484-113,Fusobacteriia,JAJVIF01,Muirbacteriia,Ozemobacteria,UBA6099,UBA6191,UBA9980
flagella_only	8	Acidimicrobiia,Actinomycetia,CSP1-3,Eremiobacteria,JAJZYS01,RBS10-35,Sulfobacillia,Thermoleophilia
flagella_only	8	B64-G9,Bradymonadia,Myxococcia,Polyangia,UBA727,UBA9042,WYAZ01,XYA12-FULL-58-9
flagella_only	8	9FT-COMBO-42-15,Deferrimicrobia,GWC2-55-46,Nitrospiria,RBG-13-43-22,RBG-16-64-22,Thermodesulfovibrionia,UBA8473
gtdb_only	9	Anaerolineae,CSP1-3,Chloroflexia,Dehalococcoidia,FW602-bin22,Ktedonobacteria,Limnocylindria,UBA2235,UBA6077
gtdb_only	9	4484-107,Gemmatimonadetes,Glassbacteria,JABDJQ01,Krumholzibacteria,Latescibacteria,MSB-5A5,RBG-16-71-46,UBA2968
gtdb_only	9	Bacteriovoracia,Bdellovibrionia,FAC87,Oligoflexia,SAR324,UBA1018,UBA2361,UBA2394,UBA2428
flagella_only	9	B64-G9,Bradymonadia,Myxococcia,Polyangia,UBA4151,UBA727,UBA9042,WYAZ01,XYA12-FULL-58-9
flagella_only	9	Bacilli,Clostridia,Dehalobacteriia,Desulfotomaculia,Dethiobacteria,Moorellia,UBA3575,UBA994,Z-2901
flagella_only	9	B15-G4,Chlamydiia,GCA-002687715,J058,Kiritimatiellia,Lentisphaeria,UBA11346,UBA1135,Verrucomicrobiae
