taxon	present_in
Lentimicrobiaceae	gtdb_only
Leptolyngbyaceae	gtdb_only
Leptotrichiaceae	gtdb_only
Limnocylindraceae	gtdb_only
Listeriaceae	gtdb_only
Longimicrobiaceae	gtdb_only
M10-OD1-4	gtdb_only
M2410	gtdb_only
M30B66	gtdb_only
M50B96	gtdb_only
M55B111	gtdb_only
M55B127	gtdb_only
M55B143	gtdb_only
MAG-NZ	gtdb_only
MARSEILLE-P3954	gtdb_only
MB11C04	gtdb_only
MED-G09	gtdb_only
MED-G16	gtdb_only
MFAQ01	gtdb_only
MFKM01	gtdb_only
MH13	gtdb_only
MHMH01	gtdb_only
ML635J-15	gtdb_only
MPNO01	gtdb_only
MVZB01	gtdb_only
MVZH01	gtdb_only
MWAK01	gtdb_only
MWCT01	gtdb_only
MWDC01	gtdb_only
MWDF01	gtdb_only
Marinicellaceae	gtdb_only
Marinifilaceae	gtdb_only
Marinilabiliaceae	gtdb_only
Marinisomataceae	gtdb_only
Marinithermaceae	gtdb_only
MedAcidi-G1	gtdb_only
Megasphaeraceae	gtdb_only
Metamycoplasmataceae	gtdb_only
Methylacidiphilaceae	gtdb_only
Methyloligellaceae	gtdb_only
Microbacteriaceae	gtdb_only
Microcoleaceae	gtdb_only
Microcystaceae	gtdb_only
Microcystaceae_A	gtdb_only
Microcystaceae_B	gtdb_only
Microscillaceae	gtdb_only
MnTg04	gtdb_only
Moduliflexaceae	gtdb_only
Monoglobaceae	gtdb_only
Muribaculaceae	gtdb_only
Mycobacteriaceae	gtdb_only
Mycoplasmataceae	gtdb_only
Mycoplasmoidaceae	gtdb_only
NAK82	gtdb_only
NBLH01	gtdb_only
NBLK01	gtdb_only
NMUJ01	gtdb_only
NORP154	gtdb_only
NORP267	gtdb_only
NORP286	gtdb_only
NORP312	gtdb_only
NP-7	gtdb_only
NS-4	gtdb_only
Nakamurellaceae	gtdb_only
Nanogingivalaceae	gtdb_only
Nanopelagicaceae	gtdb_only
Nanoperiomorbaceae	gtdb_only
Nanosynbacteraceae	gtdb_only
Nanosyncoccaceae	gtdb_only
Negativicoccaceae	gtdb_only
Neisseriaceae	gtdb_only
Nostocaceae	gtdb_only
Novibacillaceae	gtdb_only
O2-02-FULL-48-8	gtdb_only
O2-12-FULL-45-9	gtdb_only
O2-12-FULL-59-9	gtdb_only
OLB10	gtdb_only
OLB20	gtdb_only
OLB5	gtdb_only
OLB7	gtdb_only
OMJO01	gtdb_only
OUC007	gtdb_only
Obscuribacteraceae	gtdb_only
Oleimmundimicrobiaceae	gtdb_only
Omnitrophaceae	gtdb_only
Oscillatoriaceae	gtdb_only
P2-11E	gtdb_only
P3	gtdb_only
PALSA-1337	gtdb_only
PALSA-1355	gtdb_only
PALSA-1396	gtdb_only
PALSA-555	gtdb_only
PALSA-610	gtdb_only
PALSA-660	gtdb_only
PCC-6304	gtdb_only
PCC-9333	gtdb_only
PCPOR2b	gtdb_only
PEXW01	gtdb_only
PEYH01	gtdb_only
PGYQ01	gtdb_only
PGYV01	gtdb_only
PHET01	gtdb_only
PHOS-HE28	gtdb_only
PIVX01	gtdb_only
PJMF01	gtdb_only
PLA2	gtdb_only
PNNO01	gtdb_only
PUMT01	gtdb_only
PUNB01	gtdb_only
PUPC01	gtdb_only
PWGO01	gtdb_only
PWKH01	gtdb_only
PWMZ01	gtdb_only
PWNQ01	gtdb_only
PWNZ01	gtdb_only
PWPS01	gtdb_only
PWQF01	gtdb_only
PWVN01	gtdb_only
PXBB01	gtdb_only
PXCX01	gtdb_only
Paceibacteraceae	gtdb_only
Palsa-1180	gtdb_only
Palsa-1295	gtdb_only
Palsa-1439	gtdb_only
Palsa-948	gtdb_only
Palsa-948_A	gtdb_only
Palsa-965	gtdb_only
Paludibacteraceae	gtdb_only
Paracaedibacteraceae	gtdb_only
Parachlamydiaceae	gtdb_only
Parachlamydiaceae_A	gtdb_only
Parvicellaceae	gtdb_only
Pasteurellaceae	gtdb_only
Pedosphaeraceae	gtdb_only
Pelagibacteraceae	gtdb_only
Peptococcaceae	gtdb_only
Peptoniphilaceae	gtdb_only
Peribacteraceae	gtdb_only
Phormidesmiaceae	gtdb_only
Phormidiaceae_A	gtdb_only
Phototrophicaceae	gtdb_only
Pluralincolimonadaceae	gtdb_only
Plut-88900	gtdb_only
Porisulfidaceae	gtdb_only
Porphyromonadaceae	gtdb_only
Prochloraceae	gtdb_only
Prochlorotrichaceae	gtdb_only
Profunditerraquicolaceae	gtdb_only
Prolixibacteraceae	gtdb_only
Promineofilaceae	gtdb_only
Propionibacteriaceae	gtdb_only
Pseudanabaenaceae	gtdb_only
Pseudoxanthobacteraceae	gtdb_only
Psittacicellaceae	gtdb_only
Pumilibacteraceae	gtdb_only
Puniceicoccaceae	gtdb_only
QAKW01	gtdb_only
QALW01	gtdb_only
QAMH01	gtdb_only
QAMX01	gtdb_only
QAND01	gtdb_only
QEVD01	gtdb_only
QHBO01	gtdb_only
QHCE01	gtdb_only
QNBC01	gtdb_only
QNFN01	gtdb_only
QQVD01	gtdb_only
QS-5-54-17	gtdb_only
RBG-13-36-15	gtdb_only
RBG-13-40-8-A	gtdb_only
RBG-13-42-11	gtdb_only
RBG-13-44-9	gtdb_only
RBG-13-46-9	gtdb_only
RBG-13-53-26	gtdb_only
RBG-13-66-14	gtdb_only
RBG-16-39-9b	gtdb_only
RBG-16-42-10	gtdb_only
RBG-16-43-9	gtdb_only
RBG-16-45-19	gtdb_only
RBG-16-54-18	gtdb_only
RBG-16-55-9	gtdb_only
RBG-16-60-22	gtdb_only
RBG-16-64-13	gtdb_only
RBG-16-64-32	gtdb_only
RBG-16-64-43	gtdb_only
RBG-16-66-30	gtdb_only
RBG-16-68-14	gtdb_only
REDH01	gtdb_only
REEB76	gtdb_only
RGIG5299	gtdb_only
RGIG577	gtdb_only
RGIG6154	gtdb_only
RGIG7378	gtdb_only
RGIG7773	gtdb_only
RGIG8002	gtdb_only
RGIG982	gtdb_only
RGXB01	gtdb_only
RI-342	gtdb_only
RKRP01	gtdb_only
RKRQ01	gtdb_only
RPQK01	gtdb_only
RUG033	gtdb_only
RUG11792	gtdb_only
RUG12999	gtdb_only
RUG350	gtdb_only
RUG844	gtdb_only
RVW-14	gtdb_only
Reyranellaceae	gtdb_only
Rhabdochlamydiaceae	gtdb_only
Rhizobiaceae_A	gtdb_only
Rhodomicrobiaceae	gtdb_only
Rickettsiaceae	gtdb_only
Rikenellaceae	gtdb_only
Roseiflexaceae	gtdb_only
Rs-D84	gtdb_only
Rubidibacteraceae	gtdb_only
Rubricoccaceae	gtdb_only
Rubrobacteraceae	gtdb_only
S012-138	gtdb_only
S012-47	gtdb_only
S016-38	gtdb_only
S139-112	gtdb_only
S139-126	gtdb_only
S143-33	gtdb_only
S144-34	gtdb_only
S15-B10	gtdb_only
S36-B12	gtdb_only
S5-K13	gtdb_only
SAR86	gtdb_only
SB21	gtdb_only
SBAW01	gtdb_only
SBBC01	gtdb_only
SBBF01	gtdb_only
SBBU01	gtdb_only
SC72	gtdb_only
SCBR16-9	gtdb_only
SCGC-AAA003-L08	gtdb_only
SCKK01	gtdb_only
SCTD01	gtdb_only
SDB-A	gtdb_only
SG8-13	gtdb_only
SG8-24	gtdb_only
SG8-38	gtdb_only
SG8-40	gtdb_only
SHLN01	gtdb_only
SHLQ01	gtdb_only
SHND01	gtdb_only
SHVP01	gtdb_only
SHVT01	gtdb_only
SHVV01	gtdb_only
SHVW01	gtdb_only
SHYB01	gtdb_only
SHYC01	gtdb_only
SHYD01	gtdb_only
SHYK01	gtdb_only
SHYM01	gtdb_only
SHYT01	gtdb_only
SHYZ01	gtdb_only
SIAN01	gtdb_only
SIAT01	gtdb_only
SIBU01	gtdb_only
SICP01	gtdb_only
SIG350	gtdb_only
SIG627	gtdb_only
SKK-01	gtdb_only
SKKL01	gtdb_only
SKKY01	gtdb_only
SKPS01	gtdb_only
SKUG01	gtdb_only
SKUL01	gtdb_only
SKZT01	gtdb_only
SLAD01	gtdb_only
SLCJ01	gtdb_only
SLCP01	gtdb_only
SLFE01	gtdb_only
SLGR01	gtdb_only
SLHW01	gtdb_only
SLMC01	gtdb_only
SLMS01	gtdb_only
SLPQ01	gtdb_only
SLPX01	gtdb_only
SLQV01	gtdb_only
SLRQ01	gtdb_only
SLSP01	gtdb_only
SM1-73	gtdb_only
SM23-28-2	gtdb_only
SM23-31	gtdb_only
SM23-39	gtdb_only
SM23-42	gtdb_only
SM23-62	gtdb_only
SMWR01	gtdb_only
SMXP01	gtdb_only
SMXR01	gtdb_only
SMXS01	gtdb_only
SP197	gtdb_only
SP5GCR1	gtdb_only
SPGG2	gtdb_only
SPLOWO2-01-44-7	gtdb_only
SSC4	gtdb_only
SURF-13	gtdb_only
SURF-37	gtdb_only
SURF-54	gtdb_only
SW-4-49-11	gtdb_only
SXHM01	gtdb_only
SXIK01	gtdb_only
SXQI01	gtdb_only
SXXA01	gtdb_only
SYMT01	gtdb_only
SZAS-18	gtdb_only
SZUA-104	gtdb_only
SZUA-146	gtdb_only
SZUA-150	gtdb_only
SZUA-161	gtdb_only
SZUA-182	gtdb_only
SZUA-224	gtdb_only
SZUA-232	gtdb_only
SZUA-242	gtdb_only
SZUA-252	gtdb_only
SZUA-254	gtdb_only
SZUA-36	gtdb_only
SZUA-365	gtdb_only
SZUA-401	gtdb_only
SZUA-47	gtdb_only
SZUA-5	gtdb_only
SZUA-534	gtdb_only
Saccharicenantaceae	gtdb_only
Saccharimonadaceae	gtdb_only
Saccharofermentanaceae	gtdb_only
Salibacteraceae	gtdb_only
Salinicoccaceae	gtdb_only
Salinivirgaceae	gtdb_only
Saprospiraceae	gtdb_only
Schleiferiaceae	gtdb_only
Sedimentisphaeraceae	gtdb_only
Sh68	gtdb_only
Simkaniaceae	gtdb_only
SpSt-1174	gtdb_only
SpSt-205	gtdb_only
SpSt-223	gtdb_only
SpSt-313	gtdb_only
SpSt-600	gtdb_only
SpSt-899	gtdb_only
Sphaerochaetaceae	gtdb_only
Sphingobacteriaceae	gtdb_only
Spirosomaceae	gtdb_only
Spirulinaceae	gtdb_only
Sporichthyaceae	gtdb_only
Staphylococcaceae	gtdb_only
Staskawiczbacteraceae	gtdb_only
Streptococcaceae	gtdb_only
Streptomycetaceae	gtdb_only
Sulfomarinibacteraceae	gtdb_only
Sulfurifustaceae	gtdb_only
Sulfurovaceae	gtdb_only
Sumerlaeaceae	gtdb_only
Synechococcaceae	gtdb_only
T1SED10-24	gtdb_only
T3Sed10-336	gtdb_only
TC1	gtdb_only
TCS55	gtdb_only
TCS56	gtdb_only
TCS60	gtdb_only
TCS61	gtdb_only
TMED-70	gtdb_only
TMED109	gtdb_only
TMED112	gtdb_only
TMED113	gtdb_only
TMED131	gtdb_only
TMED161	gtdb_only
TMED25	gtdb_only
TMED6	gtdb_only
TTA-H9	gtdb_only
Tagabacteraceae	gtdb_only
Tannerellaceae	gtdb_only
Tenuifilaceae	gtdb_only
Termititenacaceae	gtdb_only
Thermaceae	gtdb_only
Thermoactinomycetaceae	gtdb_only
Thermoanaerobaculaceae	gtdb_only
Thermobaculaceae	gtdb_only
Thermoflexaceae	gtdb_only
Thermoflexibacteraceae	gtdb_only
Thermonemataceae	gtdb_only
Thermopetrobacteraceae	gtdb_only
Thermostichaceae	gtdb_only
Thermosynechococcaceae	gtdb_only
Thermotomaculaceae	gtdb_only
Thioglobaceae	gtdb_only
Thiohalorhabdaceae	gtdb_only
Thiotrichaceae	gtdb_only
Tichowtungiaceae	gtdb_only
Trueperaceae	gtdb_only
Turicibacteraceae	gtdb_only
UA16	gtdb_only
UASB340	gtdb_only
UBA10002	gtdb_only
UBA10003	gtdb_only
UBA10009	gtdb_only
UBA10025	gtdb_only
UBA10027	gtdb_only
UBA1006	gtdb_only
UBA10092	gtdb_only
UBA10102	gtdb_only
UBA10105	gtdb_only
UBA10110	gtdb_only
UBA10138	gtdb_only
UBA10146	gtdb_only
UBA10151	gtdb_only
UBA10165	gtdb_only
UBA10169	gtdb_only
UBA10183	gtdb_only
UBA10185	gtdb_only
UBA10190	gtdb_only
UBA1020	gtdb_only
UBA10212	gtdb_only
UBA10324	gtdb_only
UBA10329	gtdb_only
UBA10347	gtdb_only
UBA10348	gtdb_only
UBA10428	gtdb_only
UBA10450	gtdb_only
UBA1063	gtdb_only
UBA1067	gtdb_only
UBA10799	gtdb_only
UBA11051	gtdb_only
UBA11063	gtdb_only
UBA11073	gtdb_only
UBA11136	gtdb_only
UBA11138	gtdb_only
UBA11222	gtdb_only
UBA1127	gtdb_only
UBA1135	gtdb_only
UBA11359	gtdb_only
UBA11359_C	gtdb_only
UBA11373	gtdb_only
UBA11393	gtdb_only
UBA1144	gtdb_only
UBA1146	gtdb_only
UBA1147	gtdb_only
UBA11471	gtdb_only
UBA1149	gtdb_only
UBA1151	gtdb_only
UBA11579	gtdb_only
UBA11606	gtdb_only
UBA11618	gtdb_only
UBA11654	gtdb_only
UBA11705	gtdb_only
UBA11712	gtdb_only
UBA11713	gtdb_only
UBA11717	gtdb_only
UBA1177	gtdb_only
UBA11858	gtdb_only
UBA11872	gtdb_only
UBA1188	gtdb_only
UBA12028	gtdb_only
UBA12049	gtdb_only
UBA12075	gtdb_only
UBA12077	gtdb_only
UBA12079	gtdb_only
UBA12090	gtdb_only
UBA12108	gtdb_only
UBA1212	gtdb_only
UBA12157	gtdb_only
UBA12170	gtdb_only
UBA1222	gtdb_only
UBA12223	gtdb_only
UBA12327	gtdb_only
UBA1234	gtdb_only
UBA12402	gtdb_only
UBA12405	gtdb_only
UBA12409	gtdb_only
UBA12411	gtdb_only
UBA1242	gtdb_only
UBA12445	gtdb_only
UBA12463	gtdb_only
UBA12465	gtdb_only
UBA12470	gtdb_only
UBA12473	gtdb_only
UBA12481	gtdb_only
UBA1255	gtdb_only
UBA1268	gtdb_only
UBA1328	gtdb_only
UBA1369	gtdb_only
UBA1384	gtdb_only
UBA1396	gtdb_only
UBA1398	gtdb_only
UBA1400	gtdb_only
UBA1402	gtdb_only
UBA1406	gtdb_only
UBA1407	gtdb_only
UBA1412	gtdb_only
UBA1429	gtdb_only
UBA1433	gtdb_only
UBA1449	gtdb_only
UBA1459	gtdb_only
UBA1515	gtdb_only
UBA1539_A	gtdb_only
UBA1539_B	gtdb_only
UBA1546	gtdb_only
UBA1547	gtdb_only
UBA1547_A	gtdb_only
UBA1556	gtdb_only
UBA1558	gtdb_only
UBA1565	gtdb_only
UBA1568	gtdb_only
UBA1611	gtdb_only
UBA1709	gtdb_only
UBA1715	gtdb_only
UBA1750	gtdb_only
UBA1820	gtdb_only
UBA1829	gtdb_only
UBA1875	gtdb_only
UBA1997	gtdb_only
UBA2023	gtdb_only
UBA2100	gtdb_only
UBA2103	gtdb_only
UBA2112	gtdb_only
UBA2128	gtdb_only
UBA2135	gtdb_only
UBA2143	gtdb_only
UBA2156	gtdb_only
UBA2162	gtdb_only
UBA2163	gtdb_only
UBA2166	gtdb_only
UBA2169	gtdb_only
UBA2174	gtdb_only
UBA2185	gtdb_only
UBA2193	gtdb_only
UBA2196	gtdb_only
UBA2197	gtdb_only
UBA2199	gtdb_only
UBA2200	gtdb_only
UBA2206	gtdb_only
UBA2214	gtdb_only
UBA2233	gtdb_only
UBA2241	gtdb_only
UBA2247	gtdb_only
UBA2251	gtdb_only
UBA2258	gtdb_only
UBA2279	gtdb_only
UBA2294	gtdb_only
UBA2359	gtdb_only
UBA2363	gtdb_only
UBA2364	gtdb_only
UBA2588	gtdb_only
UBA2766	gtdb_only
UBA2774	gtdb_only
UBA2796	gtdb_only
UBA2798	gtdb_only
UBA2962	gtdb_only
UBA2963	gtdb_only
UBA2985	gtdb_only
UBA2987	gtdb_only
UBA2995	gtdb_only
UBA3015	gtdb_only
UBA3031	gtdb_only
UBA3054	gtdb_only
UBA3071	gtdb_only
UBA3072	gtdb_only
UBA3073	gtdb_only
UBA3254	gtdb_only
UBA3375	gtdb_only
UBA3495	gtdb_only
UBA3636	gtdb_only
UBA3637	gtdb_only
UBA3663	gtdb_only
UBA3700	gtdb_only
UBA3824	gtdb_only
UBA3830	gtdb_only
UBA3939	gtdb_only
UBA3940	gtdb_only
UBA4085	gtdb_only
UBA4142	gtdb_only
UBA4181	gtdb_only
UBA4248	gtdb_only
UBA4408	gtdb_only
UBA4417	gtdb_only
UBA4473	gtdb_only
UBA4661	gtdb_only
UBA4664	gtdb_only
UBA4665	gtdb_only
UBA4733	gtdb_only
UBA4738	gtdb_only
UBA4744	gtdb_only
UBA4765	gtdb_only
UBA4811	gtdb_only
UBA4820	gtdb_only
UBA4877	gtdb_only
UBA4975	gtdb_only
UBA5066	gtdb_only
UBA5177	gtdb_only
UBA5272	gtdb_only
UBA5297	gtdb_only
UBA5342	gtdb_only
UBA5453	gtdb_only
UBA5542	gtdb_only
UBA5603	gtdb_only
UBA5616	gtdb_only
UBA5620	gtdb_only
UBA5627	gtdb_only
UBA5629	gtdb_only
UBA5633	gtdb_only
UBA5704	gtdb_only
UBA5738	gtdb_only
UBA5755	gtdb_only
UBA5760	gtdb_only
UBA5767	gtdb_only
UBA5794	gtdb_only
UBA5862	gtdb_only
UBA5946	gtdb_only
UBA5976	gtdb_only
UBA6002	gtdb_only
UBA6053	gtdb_only
UBA6065	gtdb_only
UBA6098	gtdb_only
UBA6126	gtdb_only
UBA6130	gtdb_only
UBA6164	gtdb_only
UBA6184	gtdb_only
UBA6186	gtdb_only
UBA6187	gtdb_only
UBA6257	gtdb_only
UBA6262	gtdb_only
UBA6264	gtdb_only
UBA6265	gtdb_only
UBA6266	gtdb_only
UBA644	gtdb_only
UBA6532	gtdb_only
UBA6539	gtdb_only
UBA660	gtdb_only
UBA6623	gtdb_only
UBA6624	gtdb_only
UBA6668	gtdb_only
UBA6680	gtdb_only
UBA6729	gtdb_only
UBA6777	gtdb_only
UBA6794	gtdb_only
UBA6821	gtdb_only
UBA6899	gtdb_only
UBA6910	gtdb_only
UBA6919	gtdb_only
UBA6926	gtdb_only
UBA6952	gtdb_only
UBA7239	gtdb_only
UBA729	gtdb_only
UBA7312	gtdb_only
UBA7332	gtdb_only
UBA7430	gtdb_only
UBA7526	gtdb_only
UBA7656	gtdb_only
UBA7662	gtdb_only
UBA7683	gtdb_only
UBA7702	gtdb_only
UBA7805	gtdb_only
UBA7879	gtdb_only
UBA7887	gtdb_only
UBA7916	gtdb_only
UBA7937	gtdb_only
UBA7950	gtdb_only
UBA7960	gtdb_only
UBA7966	gtdb_only
UBA7985	gtdb_only
UBA8108	gtdb_only
UBA8131	gtdb_only
UBA8139	gtdb_only
UBA8153	gtdb_only
UBA817	gtdb_only
UBA8229	gtdb_only
UBA823	gtdb_only
UBA826	gtdb_only
UBA8260	gtdb_only
UBA828	gtdb_only
UBA830	gtdb_only
UBA8416	gtdb_only
UBA8438	gtdb_only
UBA8517	gtdb_only
UBA8522	gtdb_only
UBA8524	gtdb_only
UBA8592	gtdb_only
UBA8649	gtdb_only
UBA868	gtdb_only
UBA8898	gtdb_only
UBA890	gtdb_only
UBA8919	gtdb_only
UBA9042	gtdb_only
UBA912	gtdb_only
UBA9159	gtdb_only
UBA9160	gtdb_only
UBA917	gtdb_only
UBA918	gtdb_only
UBA920	gtdb_only
UBA9214	gtdb_only
UBA9217	gtdb_only
UBA922	gtdb_only
UBA927	gtdb_only
UBA9294	gtdb_only
UBA932	gtdb_only
UBA9320	gtdb_only
UBA9337	gtdb_only
UBA9339	gtdb_only
UBA9506	gtdb_only
UBA953	gtdb_only
UBA9547	gtdb_only
UBA955	gtdb_only
UBA9570	gtdb_only
UBA9579	gtdb_only
UBA9628	gtdb_only
UBA9629	gtdb_only
UBA9637	gtdb_only
UBA9655	gtdb_only
UBA9673	gtdb_only
UBA9783	gtdb_only
UBA9933	gtdb_only
UBA9934	gtdb_only
UBA995	gtdb_only
UBA9959	gtdb_only
UBA9973	gtdb_only
UBA9983	gtdb_only
UCB3	gtdb_only
UKL13-3	gtdb_only
UM-FILTER-40-11	gtdb_only
UM-FILTER-42-10	gtdb_only
UM-FILTER-43-11	gtdb_only
UM-FILTER-53-11	gtdb_only
UMGS124	gtdb_only
UMGS1253	gtdb_only
UMGS1384	gtdb_only
UMGS1540	gtdb_only
UMGS1783	gtdb_only
UMGS1810	gtdb_only
UMGS1840	gtdb_only
UMGS1883	gtdb_only
V1-33	gtdb_only
VBWQ01	gtdb_only
VEQN01	gtdb_only
VFKH01	gtdb_only
VGCI01	gtdb_only
VGCX01	gtdb_only
VGFC01	gtdb_only
VGIX01	gtdb_only
VGJL01	gtdb_only
VGKH01	gtdb_only
VGKN01	gtdb_only
VMFF01	gtdb_only
VMGT01	gtdb_only
VMTK01	gtdb_only
VSJD01	gtdb_only
VXLM01	gtdb_only
VXMN01	gtdb_only
VXNJ01	gtdb_only
VXOZ01	gtdb_only
VXPC01	gtdb_only
VXPQ01	gtdb_only
VXPW01	gtdb_only
VadinHA17	gtdb_only
Veillonellaceae	gtdb_only
Velamenicoccaceae	gtdb_only
Vermiphilaceae	gtdb_only
Verrucomicrobiaceae	gtdb_only
Vicingaceae	gtdb_only
Victivallaceae	gtdb_only
Vulgatibacteraceae	gtdb_only
W02-35-19	gtdb_only
W3P20-009	gtdb_only
W498	gtdb_only
WCHB1-69	gtdb_only
WGA-3G	gtdb_only
WGAB01	gtdb_only
WHSQ01	gtdb_only
WHST01	gtdb_only
WJIX01	gtdb_only
WJKM01	gtdb_only
WJMF01	gtdb_only
WLXD01	gtdb_only
WO2-44-18	gtdb_only
WO2-46-25	gtdb_only
WPAF01	gtdb_only
WQUG01	gtdb_only
WQXJ01	gtdb_only
WRAU01	gtdb_only
WRDA01	gtdb_only
WRGA01	gtdb_only
WRJC01	gtdb_only
WRKU01	gtdb_only
WVWN01	gtdb_only
WVXP01	gtdb_only
WVXT01	gtdb_only
WVZY01	gtdb_only
Waddliaceae	gtdb_only
Weeksellaceae	gtdb_only
Wohlfahrtiimonadaceae	gtdb_only
XYA2-FULL-39-19	gtdb_only
XYA2-FULL-43-10	gtdb_only
XYA2-FULL-47-53	gtdb_only
XYB1-36-10	gtdb_only
XYB2-FULL-38-15	gtdb_only
XYB2-FULL-48-7	gtdb_only
XYC2-FULL-37-10	gtdb_only
XYC2-FULL-38-9	gtdb_only
XYC2-FULL-46-14	gtdb_only
XYC2-FULL-47-12	gtdb_only
XYD1-FULL-46-19	gtdb_only
Xenobiaceae	gtdb_only
Xenococcaceae	gtdb_only
Xiphinematobacteraceae	gtdb_only
ZC4RG35	gtdb_only
ZOR0009	gtdb_only
Zambryskibacteraceae	gtdb_only
Zapsychraceae	gtdb_only
JAJRTO01	flagella_only
